Word,Frequency,Part-of-speech,Percentage So Far
 لَٰعِبِين,3,Noun,94.00312997
 لَطِيف,3,Noun,94.00717736
 لَهَب,3,Noun,94.01122474
 مَٰلِك,3,Noun,94.01527212
 مُّبَٰرَكَة,3,Noun,94.0193195
 مُبَدِّل,3,Noun,94.02336688
 مُبْصِرَة,3,Noun,94.02741426
 مُتَّخِذ,3,Noun,94.03146164
 مُّتَرَبِّص,3,Noun,94.03550903
 مَثْنَىٰ,3,Noun,94.03955641
 مَحِلّ,3,Noun,94.04360379
 مَحِيض,3,Noun,94.04765117
 مُخْرِج,3,Noun,94.05169855
 مَدَآئِن,3,Noun,94.05574593
 مَّدْحُور,3,Noun,94.05979331
 مُّدْخَل,3,Noun,94.0638407
 مِّدْرَار,3,Noun,94.06788808
 مَذْمُوم,3,Noun,94.07193546
 مُرْسَىٰ,3,Noun,94.07598284
 مِزَاج,3,Noun,94.08003022
 مُّسْتَقِرّ,3,Noun,94.0840776
 مُسَخَّرَٰت,3,Noun,94.08812498
 مُسْرِف,3,Adjective,94.09217236
 مَسْطُور,3,Noun,94.09621975
 مُّسَلَّمَة,3,Adjective,94.10026713
 مَّسْنُون,3,Noun,94.10431451
 مَشْحُون,3,Noun,94.10836189
 مَّشْرَب,3,Noun,94.11240927
 مُشْرِكَٰت,3,Noun,94.11645665
 مَشْهُود,3,Noun,94.12050403
 مَشْـَٔمَة,3,Noun,94.12455142
 مُصْفَرّ,3,Noun,94.1285988
 مُصَلِّين,3,Noun,94.13264618
 مَضَاجِع,3,Noun,94.13669356
 مُضْغَة,3,Noun,94.14074094
 مُّضِلّ,3,Noun,94.14478832
 مُعَٰجِزِين,3,Noun,94.1488357
 مَعْذِرَة,3,Noun,94.15288308
 مَعْشَر,3,Noun,94.15693047
 مَعِيشَة,3,Noun,94.16097785
 مَّعِين,3,Noun,94.16502523
 مَّغْرَم,3,Noun,94.16907261
 مَفَاتِح,3,Noun,94.17311999
 مُقَام,3,Noun,94.17716737
 مِقْدَار,3,Noun,94.18121475
 مُقْسِطِين,3,Noun,94.18526214
 مَّكْنُون,3,Noun,94.18930952
 مَّكِين,3,Adjective,94.1933569
 مَّلْجَإ,3,Noun,94.19740428
 مُّلْقُون,3,Noun,94.20145166
 مَمَات,3,Noun,94.20549904
 مُنتَقِمُون,3,Noun,94.20954642
 مُنتَهَىٰ,3,Noun,94.2135938
 مُنقَلِبُون,3,Noun,94.21764119
 مُنكِرُون,3,Noun,94.22168857
 مُّهْتَد,3,Noun,94.22573595
 مُهْطِعِين,3,Noun,94.22978333
 مُهْل,3,Noun,94.23383071
 مَّهِين,3,Adjective,94.23787809
 مَّوَاضِع,3,Noun,94.24192547
 مَوْتَت,3,Noun,94.24597286
 مُؤْتَفِكَة,3,Noun,94.25002024
 مَّوْثِق,3,Noun,94.25406762
 مَوْلُود,3,Noun,94.258115
 مَيْسِر,3,Noun,94.26216238
 مَيْمَنَة,3,Noun,94.26620976
 نَاصِيَة,3,Noun,94.27025714
 نَسَب,3,Noun,94.27430452
 نَّشْأَة,3,Noun,94.27835191
 نُصُب,3,Noun,94.28239929
 نِفَاق,3,Noun,94.28644667
 نَفَر,3,Noun,94.29049405
 نَكَٰل,3,Noun,94.29454143
 نُّكْر,3,Adjective,94.29858881
 نَوْم,3,Noun,94.30263619
 هُود,3,Proper noun,94.30668358
 هُون,3,Noun,94.31073096
 هَيِّن,3,Noun,94.31477834
 وَابِل,3,Noun,94.31882572
 وَارِد,3,Noun,94.3228731
 وَٰسِعَة,3,Noun,94.32692048
 وَاق,3,Noun,94.33096786
 وَزْن,3,Noun,94.33501525
 وِعَآء,3,Noun,94.33906263
 وَقْت,3,Noun,94.34311001
 يَـُٔوس,3,Noun,94.34715739
 ءَاكِلُون,3,Noun,94.35120477
 تَأَخَّرَ,3,Verb,94.35525215
 أَذَّنَ,3,Verb,94.35929953
 أَسَّسَ,3,Verb,94.36334691
 أَفَلَ,3,Verb,94.3673943
 يَأْلَمُ,3,Verb,94.37144168
 يُبْدِئُ,3,Verb,94.37548906
 يُبْدِلَ,3,Verb,94.37953644
 يَتَبَدَّلِ,3,Verb,94.38358382
 يَسْتَبْدِلْ,3,Verb,94.3876312
 أَبْرَحَ,3,Verb,94.39167858
 بَصُرَتْ,3,Verb,94.39572597
 بَقِىَ,3,Verb,94.39977335
 ٱبْيَضَّتْ,3,Verb,94.40382073
 أُتْرِفُ,3,Verb,94.40786811
 أَثَٰبَ,3,Verb,94.41191549
 يَجْـَٔرُ,3,Verb,94.41596287
 يَجْرِمَ,3,Verb,94.42001025
 تُحَدِّثُ,3,Verb,94.42405763
 يُحْدِثُ,3,Verb,94.42810502
 حَرَصْ,3,Verb,94.4321524
 حَرِّقُ,3,Verb,94.43619978
 حَاسَبْ,3,Verb,94.44024716
 يَحْتَسِبُ,3,Verb,94.44429454
 حَسَدَ,3,Verb,94.44834192
 أَحَسَّ,3,Verb,94.4523893
 حَسُنَ,3,Verb,94.45643669
 أَحْضَرَتْ,3,Verb,94.46048407
 ٱحْتَمَلَ,3,Verb,94.46453145
 حَالَ,3,Verb,94.46857883
 خَاطَبَ,3,Verb,94.47262621
 خَطِفَ,3,Verb,94.47667359
 يَتَخَطَّفَ,3,Verb,94.48072097
 ٱخْفِضْ,3,Verb,94.48476835
 خَفَّتْ,3,Verb,94.48881574
 ٱسْتَخَفَّ,3,Verb,94.49286312
 يَسْتَخْفُ,3,Verb,94.4969105
 ٱخْتَلَطَ,3,Verb,94.50095788
 خَوَّلَ,3,Verb,94.50500526
 ٱدَّٰرَكَ,3,Verb,94.50905264
 يَدَّعُ,3,Verb,94.51310002
 يُذَبِّحُ,3,Verb,94.51714741
 رَّبَطْ,3,Verb,94.52119479
 تُرْجِى,3,Verb,94.52524217
 أَرْدَىٰ,3,Verb,94.52928955
 يُرْضُ,3,Verb,94.53333693
 ٱرْتَضَىٰ,3,Verb,94.53738431
 يَرْقُبُ,3,Verb,94.54143169
 يَرْكُضُ,3,Verb,94.54547908
 يَرْهَبُ,3,Verb,94.54952646
 يُرْهِقَ,3,Verb,94.55357384
 رَاغَ,3,Verb,94.55762122
 زُلْزِلُ,3,Verb,94.5616686
 زَهَقَ,3,Verb,94.56571598
 زَالَ,3,Verb,94.56976336
 يَسْـَٔمُ,3,Verb,94.57381074
 يُسْجَنَ,3,Verb,94.57785813
 سَحَرُ,3,Verb,94.58190551
 سَرِّحُ,3,Verb,94.58595289
 سُقِطَ,3,Verb,94.59000027
 تُسْقِطَ,3,Verb,94.59404765
 يَشَّقَّقُ,3,Verb,94.59809503
 ٱصْطَبِرْ,3,Verb,94.60214241
 يُضَآرَّ,3,Verb,94.6061898
 يَتَضَرَّعُ,3,Verb,94.61023718
 أَضَآءَ,3,Verb,94.61428456
 طَرَد,3,Verb,94.61833194
 أَطْفَأَ,3,Verb,94.62237932
 طَفِقَ,3,Verb,94.6264267
 طَالَ,3,Verb,94.63047408
 طَابَ,3,Verb,94.63452146
 ٱطَّيَّرْ,3,Verb,94.63856885
 يَعْدُ,3,Verb,94.64261623
 يَتَعَدَّ,3,Verb,94.64666361
 ٱعْتَرَفُ,3,Verb,94.65071099
 عَزَّرُ,3,Verb,94.65475837
 يَعْصِمُ,3,Verb,94.65880575
 يَسْتَعْفِفْ,3,Verb,94.66285313
 عَنِ,3,Verb,94.66690052
 غَدَ,3,Verb,94.6709479
 غَشَّىٰ,3,Verb,94.67499528
 غَوَىٰ,3,Verb,94.67904266
 يَغِيظُ,3,Verb,94.68309004
 ٱسْتَفْتَحُ,3,Verb,94.68713742
 أَفْرِغْ,3,Verb,94.6911848
 يَسْتَفِزَّ,3,Verb,94.69523218
 فَزِعَ,3,Verb,94.69927957
 فَسَدَتِ,3,Verb,94.70332695
 ٱنفَضُّ,3,Verb,94.70737433
 فَاتَ,3,Verb,94.71142171
 فَارَ,3,Verb,94.71546909
 فَازَ,3,Verb,94.71951647
 فَآءُ,3,Verb,94.72356385
 أَفَآءَ,3,Verb,94.72761124
 تُقْسِطُ,3,Verb,94.73165862
 قَسَتْ,3,Verb,94.735706
 كُبِتَ,3,Verb,94.73975338
 ٱسْتَكْثَرْ,3,Verb,94.74380076
 كَسَوْ,3,Verb,94.74784814
 يَكْفُلُ,3,Verb,94.75189552
 كَنَزْ,3,Verb,94.7559429
 أَكْنَن,3,Verb,94.75999029
 كُوِّرَتْ,3,Verb,94.76403767
 يُلْحِدُ,3,Verb,94.76808505
 أَلْزَمَ,3,Verb,94.77213243
 أَلْفَ,3,Verb,94.77617981
 تَلْقَفُ,3,Verb,94.78022719
 يُلَٰقُ,3,Verb,94.78427457
 يَلْمِزُ,3,Verb,94.78832196
 لُمْ,3,Verb,94.79236934
 يَلْ,3,Verb,94.79641672
 مَحَوْ,3,Verb,94.8004641
 ٱمْسَحُ,3,Verb,94.80451148
 ٱسْتَمْسَكَ,3,Verb,94.80855886
 يُمِلَّ,3,Verb,94.81260624
 تَمَنَّىٰٓ,3,Verb,94.81665363
 يُمْنَىٰ,3,Verb,94.82070101
 تَمِيدَ,3,Verb,94.82474839
 يَمِيلُ,3,Verb,94.82879577
 نَـَٔا,3,Verb,94.83284315
 نُسِفَتْ,3,Verb,94.83689053
 نُشِرَتْ,3,Verb,94.84093791
 أَنشَرَ,3,Verb,94.84498529
 تَنتَشِرُ,3,Verb,94.84903268
 تَنفُذُ,3,Verb,94.85308006
 تُنكِحُ,3,Verb,94.85712744
 يُنكِرُ,3,Verb,94.86117482
 ٱسْتَنكَفُ,3,Verb,94.8652222
 أَوْجَسَ,3,Verb,94.86926958
 وَجِلَتْ,3,Verb,94.87331696
 يُوزَعُ,3,Verb,94.87736435
 وَّزَنُ,3,Verb,94.88141173
 يَطَـُٔ,3,Verb,94.88545911
 وُقِفُ,3,Verb,94.88950649
 يَلِجَ,3,Verb,94.89355387
 تَيَمَّمُ,3,Verb,94.89760125
 أَبْرَص,2,Noun,94.90029951
 إِبْكَٰر,2,Noun,94.90299776
 إِبِل,2,Noun,94.90569601
 ٱبْنَت,2,Noun,94.90839427
 ٱتِّبَاع,2,Noun,94.91109252
 أَتْرَاب,2,Noun,94.91379078
 أَتْقَى,2,Noun,94.91648903
 أَثَٰث,2,Noun,94.91918729
 أَحَبّ,2,Adjective,94.92188554
 أَحْكَم,2,Noun,94.92458379
 أَخْدَان,2,Noun,94.92728205
 إِدْرِيس,2,Proper noun,94.9299803
 أَذَلّ,2,Noun,94.93267856
 أَذِلَّة,2,Noun,94.93537681
 أَذِلَّة,2,Adjective,94.93807507
 أَزْلَٰم,2,Noun,94.94077332
 ٱسْتِكْبَار,2,Noun,94.94347157
 إِسْرَار,2,Noun,94.94616983
 إِسْرَاف,2,Noun,94.94886808
 أَسْرَع,2,Noun,94.95156634
 أَسَف,2,Noun,94.95426459
 أَسِف,2,Noun,94.95696285
 أَسْفَار,2,Noun,94.9596611
 أَسْفَل,2,Location adverb,94.96235935
 إِسْلَٰم,2,Noun,94.96505761
 أَسْوَأ,2,Noun,94.96775586
 أَشْتَات,2,Noun,94.97045412
 أَشِر,2,Adjective,94.97315237
 أَصَٰبِع,2,Noun,94.97585062
 أَصْدَق,2,Noun,94.97854888
 أَصْغَر,2,Noun,94.98124713
 أَصْفَاد,2,Noun,94.98394539
 أَضْعَف,2,Noun,94.98664364
 أَضْغَٰن,2,Noun,94.9893419
 أَعْجَاز,2,Noun,94.99204015
 أَعْجَمِىّ,2,Noun,94.9947384
 إِعْرَاض,2,Noun,94.99743666
 أَعْرَاف,2,Noun,95.00013491
 أَعْرَج,2,Noun,95.00283317
 أَعْظَم,2,Noun,95.00553142
 أَعْلَٰم,2,Noun,95.00822968
 أَعْلَوْن,2,Noun,95.01092793
 أَفَّاك,2,Noun,95.01362618
 ٱفْتِرَآء,2,Noun,95.01632444
 إِقَام,2,Noun,95.01902269
 أَقْرَب,2,Adjective,95.02172095
 أَقْسَط,2,Noun,95.0244192
 أَقْصَا,2,Noun,95.02711746
 أَقْطَار,2,Noun,95.02981571
 أَقَلّ,2,Noun,95.03251396
 أَكْثَر,2,Adjective,95.03521222
 إِكْرَام,2,Noun,95.03791047
 إِكْرَاه,2,Noun,95.04060873
 أَكْمَام,2,Noun,95.04330698
 أَكْمَه,2,Noun,95.04600523
 إِلّ,2,Noun,95.04870349
 إِلَٰف,2,Noun,95.05140174
 ٱلْيَسَعَ,2,Proper noun,95.0541
 أَمَٰنَت,2,Noun,95.05679825
 أَمَل,2,Noun,95.05949651
 إِمْلَٰق,2,Noun,95.06219476
 أَمَنَة,2,Noun,95.06489301
 أُمِّىّ,2,Adjective,95.06759127
 أَمَة,2,Noun,95.07028952
 أَنف,2,Noun,95.07298778
 أَنفَال,2,Noun,95.07568603
 أَوَّٰه,2,Noun,95.07838429
 أَوْدِيَة,2,Noun,95.08108254
 أَوْسَط,2,Noun,95.08378079
 أَوَّل,2,Time adverb,95.08647905
 أُولَآء,2,Relative pronoun,95.0891773
 أُولَآء,2,Demonstrative pronoun,95.09187556
 أَوْلَىٰ,2,Adjective,95.09457381
 أَيَّتُهَا,2,Noun,95.09727206
 أَيْيد,2,Noun,95.09997032
 بَٰخِع,2,Noun,95.10266857
 بَارِد,2,Noun,95.10536683
 بَارِئ,2,Noun,95.10806508
 بَٰقِيَٰت,2,Noun,95.11076334
 بَاقِين,2,Noun,95.11346159
 بَاقِيَة,2,Noun,95.11615984
 بَٰلِغَة,2,Adjective,95.1188581
 بُخْل,2,Noun,95.12155635
 بَدِيع,2,Noun,95.12425461
 بَرَآءَة,2,Noun,95.12695286
 بَرْد,2,Noun,95.12965112
 بَرِيَّة,2,Noun,95.13234937
 بَشِير,2,Adjective,95.13504762
 بَصطَة,2,Noun,95.13774588
 بِضْع,2,Noun,95.14044413
 بِطَانَة,2,Noun,95.14314239
 بَطْشَة,2,Noun,95.14584064
 بَعِير,2,Noun,95.1485389
 بَغِيّ,2,Noun,95.15123715
 بَقَرَٰت,2,Noun,95.1539354
 بِكْر,2,Adjective,95.15663366
 بِنَآء,2,Noun,95.15933191
 بَنَان,2,Noun,95.16203017
 بَهِيج,2,Adjective,95.16472842
 بُور,2,Adjective,95.16742667
 بَيَٰت,2,Noun,95.17012493
 تَّابُوت,2,Noun,95.17282318
 تَأْثِيم,2,Noun,95.17552144
 تَارَة,2,Noun,95.17821969
 تُبَّع,2,Proper noun,95.18091795
 تَبَع,2,Noun,95.1836162
 تَتْبِير,2,Noun,95.18631445
 تَثْبِيت,2,Noun,95.18901271
 تَدْمِير,2,Noun,95.19171096
 تَرَاض,2,Noun,95.19440922
 تَرْتِيل,2,Noun,95.19710747
 تَسْبِيح,2,Noun,95.19980573
 تِسْعَة,2,Noun,95.20250398
 تَصْدِيق,2,Noun,95.20520223
 تَصْرِيف,2,Noun,95.20790049
 تَفْجِير,2,Noun,95.21059874
 تَفْضِيل,2,Noun,95.213297
 تَّكَاثُر,2,Noun,95.21599525
 تِلْقَآء,2,Noun,95.21869351
 تِلْكُم,2,Demonstrative pronoun,95.22139176
 تَّمَاثِيل,2,Noun,95.22409001
 تَّنُّور,2,Noun,95.22678827
 تَوْفِيق,2,Noun,95.22948652
 ثَابِت,2,Noun,95.23218478
 ثَالِث,2,Noun,95.23488303
 ثَانِى,2,Noun,95.23758128
 ثُعْبَان,2,Noun,95.24027954
 ثُلَٰث,2,Noun,95.24297779
 جُبّ,2,Noun,95.24567605
 جِبِلَّة,2,Noun,95.2483743
 جِثِيّ,2,Noun,95.25107256
 جِدَار,2,Noun,95.25377081
 جِدَال,2,Noun,95.25646906
 جَدَل,2,Noun,95.25916732
 جَرَاد,2,Noun,95.26186557
 جُرُز,2,Adjective,95.26456383
 جِسْم,2,Noun,95.26726208
 جَلَٰل,2,Noun,95.26996034
 جَلْدَة,2,Noun,95.27265859
 جُنَّة,2,Noun,95.27535684
 جَهَاز,2,Noun,95.2780551
 جَوَار,2,Adjective,95.28075335
 حَٰسِبِين,2,Noun,95.28345161
 حَٰش,2,Noun,95.28614986
 حَٰفِظَٰت,2,Noun,95.28884812
 حَامِيَة,2,Adjective,95.29154637
 حَجَر,2,Noun,95.29424462
 حَذَر,2,Noun,95.29694288
 حُرّ,2,Noun,95.29964113
 حُرُمَٰت,2,Noun,95.30233939
 حُزْن,2,Noun,95.30503764
 حَشْر,2,Noun,95.30773589
 حَطَب,2,Noun,95.31043415
 حُطَمَة,2,Noun,95.3131324
 حِطَّة,2,Noun,95.31583066
 حَفِيّ,2,Noun,95.31852891
 حَمِيَّة,2,Noun,95.32122717
 حَنَاجِر,2,Noun,95.32392542
 حَيْث,2,Conditional particle,95.32662367
 خَآئِنَة,2,Noun,95.32932193
 خَاسِئ,2,Adjective,95.33202018
 خَال,2,Noun,95.33471844
 خَالِص,2,Noun,95.33741669
 خَٰمِدِين,2,Noun,95.34011495
 خَٰمِسَة,2,Noun,95.3428132
 خَبَال,2,Noun,95.34551145
 خُبْر,2,Noun,95.34820971
 خَبَر,2,Noun,95.35090796
 خَبِيثَٰت,2,Noun,95.35360622
 خَرْج,2,Noun,95.35630447
 خَرْدَل,2,Noun,95.35900273
 خُسْر,2,Noun,95.36170098
 خَطِيٓـَٰٔت,2,Noun,95.36439923
 خَطَـٔ,2,Noun,95.36709749
 خَفِىّ,2,Adjective,95.36979574
 خُفْيَة,2,Noun,95.372494
 خَلَّٰق,2,Noun,95.37519225
 خُلُق,2,Noun,95.3778905
 خَمْسِين,2,Noun,95.38058876
 خُوَار,2,Noun,95.38328701
 خَوَالِف,2,Noun,95.38598527
 خَوْض,2,Noun,95.38868352
 خِيَانَة,2,Noun,95.39138178
 خِيَرَة,2,Noun,95.39408003
 خَيْط,2,Noun,95.39677828
 دَآئِم,2,Noun,95.39947654
 دَٰخِلُون,2,Noun,95.40217479
 دَافِع,2,Noun,95.40487305
 دَانِيَة,2,Noun,95.4075713
 دُخَان,2,Noun,95.41026956
 دَخَل,2,Noun,95.41296781
 دَفْع,2,Noun,95.41566606
 دَّمْع,2,Noun,95.41836432
 دَّهْر,2,Noun,95.42106257
 دِيَة,2,Noun,95.42376083
 ذَآئِقُوا,2,Noun,95.42645908
 ذَّٰكِرِين,2,Noun,95.42915734
 ذُبَاب,2,Noun,95.43185559
 ذِرَاع,2,Noun,95.43455384
 ذِمَّة,2,Noun,95.4372521
 ذَنُوب,2,Noun,95.43995035
 ذُو,2,Location adverb,95.44264861
 رَابِع,2,Noun,95.44534686
 رَّٰسِخُون,2,Noun,95.44804511
 رَاضِيَة,2,Adjective,95.45074337
 رَاضِيَة,2,Noun,95.45344162
 رَٰعُون,2,Noun,95.45613988
 رَأْفَة,2,Noun,95.45883813
 رَأْى,2,Noun,95.46153639
 رُبَٰع,2,Noun,95.46423464
 رُّبُع,2,Noun,95.46693289
 رَبْوَة,2,Noun,95.46963115
 رَجِيم,2,Noun,95.4723294
 رَدّ,2,Noun,95.47502766
 رَّسّ,2,Noun,95.47772591
 رَّشَاد,2,Noun,95.48042417
 رَّشِيد,2,Adjective,95.48312242
 رَّضَاعَة,2,Noun,95.48582067
 رَعْد,2,Noun,95.48851893
 رَغَد,2,Adjective,95.49121718
 رُفَٰت,2,Noun,95.49391544
 رَفَث,2,Noun,95.49661369
 رُكْن,2,Noun,95.49931195
 رَمِيم,2,Noun,95.5020102
 رَهَق,2,Noun,95.50470845
 رَّيْحَان,2,Noun,95.50740671
 زُجَاجَة,2,Noun,95.51010496
 زَجْرَة,2,Noun,95.51280322
 زَعْم,2,Noun,95.51550147
 زَعِيم,2,Noun,95.51819972
 زِلْزَال,2,Noun,95.52089798
 زُلْفَة,2,Noun,95.52359623
 زُمَر,2,Noun,95.52629449
 زِيَادَة,2,Noun,95.52899274
 سَآئِغ,2,Noun,95.531691
 سَادِس,2,Noun,95.53438925
 سَاهُون,2,Noun,95.5370875
 سَبَإ,2,Proper noun,95.53978576
 سُبَات,2,Noun,95.54248401
 سَبْح,2,Noun,95.54518227
 سُّجُود,2,Adjective,95.54788052
 سِجِّين,2,Noun,95.55057878
 سِخْرِيّ,2,Noun,95.55327703
 سِدْر,2,Noun,95.55597528
 سِدْرَة,2,Noun,95.55867354
 سَدِيد,2,Adjective,95.56137179
 سَّرَّآء,2,Noun,95.56407005
 سَرَاب,2,Noun,95.5667683
 سَرَاح,2,Noun,95.56946656
 سِرَاع,2,Noun,95.57216481
 سَرْمَد,2,Noun,95.57486306
 سَرِيع,2,Adjective,95.57756132
 سُعُر,2,Noun,95.58025957
 سَفَاهَة,2,Noun,95.58295783
 سِقَايَة,2,Noun,95.58565608
 سَقِيم,2,Noun,95.58835433
 سَكْرَة,2,Noun,95.59105259
 سُلَٰلَة,2,Noun,95.59375084
 سُلَّم,2,Noun,95.5964491
 سَّلْم,2,Noun,95.59914735
 سَلِيم,2,Noun,95.60184561
 سَمِيّ,2,Noun,95.60454386
 سِّنّ,2,Noun,95.60724211
 سُنبُلَٰت,2,Noun,95.60994037
 سُنبُلَة,2,Noun,95.61263862
 سَوِيّ,2,Noun,95.61533688
 سَوْءَة,2,Noun,95.61803513
 سَيْر,2,Noun,95.62073339
 سَيْل,2,Noun,95.62343164
 شَٰفِعِين,2,Noun,95.62612989
 شَاهِد,2,Adjective,95.62882815
 شَتَّىٰ,2,Noun,95.6315264
 شُحّ,2,Adjective,95.63422466
 شَطَط,2,Noun,95.63692291
 شِّعْر,2,Noun,95.63962117
 شَفَا,2,Noun,95.64231942
 شَقِيّ,2,Noun,95.64501767
 شَقِيّ,2,Adjective,95.64771593
 شُكُور,2,Noun,95.65041418
 شَمَآئِل,2,Noun,95.65311244
 شَنَـَٔان,2,Noun,95.65581069
 شَهْوَة,2,Noun,95.65850894
 شَهِيق,2,Noun,95.6612072
 صَالُوا,2,Noun,95.66390545
 صِبْغَة,2,Noun,95.66660371
 صَبِيّ,2,Noun,95.66930196
 صَخْرَة,2,Noun,95.67200022
 صَدّ,2,Noun,95.67469847
 صَدِيق,2,Noun,95.67739672
 صَفْح,2,Noun,95.68009498
 صُّلْب,2,Noun,95.68279323
 صُلْح,2,Noun,95.68549149
 صُنْع,2,Noun,95.68818974
 صِنْوَان,2,Noun,95.690888
 صَىٰحِب,2,Noun,95.69358625
 ضَآرّ,2,Noun,95.6962845
 ضُحًى,2,Time adverb,95.69898276
 ضِرَار,2,Noun,95.70168101
 ضَيْق,2,Noun,95.70437927
 طَارِد,2,Noun,95.70707752
 طَّارِق,2,Noun,95.70977578
 طَٰغِين,2,Adjective,95.71247403
 طَاقَة,2,Noun,95.71517228
 طَالُوت,2,Proper noun,95.71787054
 طَبَق,2,Adjective,95.72056879
 طَبَق,2,Noun,95.72326705
 طَرِيّ,2,Adjective,95.7259653
 طَّلَٰق,2,Noun,95.72866355
 طُلُوع,2,Noun,95.73136181
 طَهُور,2,Adjective,95.73406006
 طُّوفَان,2,Noun,95.73675832
 طُوًى,2,Noun,95.73945657
 طَوِيل,2,Adjective,95.74215483
 ظَالِمِىٓ,2,Noun,95.74485308
 ظَٰهِرَة,2,Noun,95.74755133
 ظَلُوم,2,Noun,95.75024959
 ظَلِيل,2,Adjective,95.75294784
 ظَهِير,2,Adjective,95.7556461
 عَارِض,2,Noun,95.75834435
 عَالِيَة,2,Adjective,95.76104261
 عُتُوّ,2,Noun,95.76374086
 عِتِيّ,2,Noun,95.76643911
 عَتِيق,2,Adjective,95.76913737
 عِجَاف,2,Adjective,95.77183562
 عَجَب,2,Noun,95.77453388
 عَجِيب,2,Adjective,95.77723213
 عَدّ,2,Noun,95.77993039
 عَدْو,2,Noun,95.78262864
 عُدْوَة,2,Noun,95.78532689
 عَذْب,2,Noun,95.78802515
 عُذْر,2,Noun,95.7907234
 عَرَآء,2,Noun,95.79342166
 عُرْف,2,Noun,95.79611991
 عُرْوَة,2,Noun,95.79881816
 عُسْرَة,2,Noun,95.80151642
 عَسِير,2,Adjective,95.80421467
 عِشَآء,2,Noun,95.80691293
 عَشَرَة,2,Noun,95.80961118
 عَشِىّ,2,Time adverb,95.81230944
 عَصْف,2,Noun,95.81500769
 عِصِيّ,2,Noun,95.81770594
 عَضُد,2,Noun,95.8204042
 عَظْم,2,Noun,95.82310245
 عَفْو,2,Noun,95.82580071
 عَقَبَة,2,Noun,95.82849896
 عَلَّٰم,2,Noun,95.83119722
 عَلَّٰم,2,Adjective,95.83389547
 عُلْيَا,2,Adjective,95.83659372
 عِلِّيِّين,2,Noun,95.83929198
 عَمّ,2,Noun,95.84199023
 عُمْرَة,2,Noun,95.84468849
 عَمًى,2,Noun,95.84738674
 عَنكَبُوت,2,Noun,95.850085
 عِهْن,2,Noun,95.85278325
 عِيشَة,2,Noun,95.8554815
 غَآئِط,2,Noun,95.85817976
 غَافِر,2,Noun,95.86087801
 غُثَآء,2,Noun,95.86357627
 غَدَوٰة,2,Noun,95.86627452
 غُرَاب,2,Noun,95.86897277
 غُرُوب,2,Noun,95.87167103
 غَسَّاق,2,Noun,95.87436928
 غِشَٰوَة,2,Noun,95.87706754
 غَضْبَٰن,2,Noun,95.87976579
 غِطَآء,2,Noun,95.88246405
 غَفَّار,2,Noun,95.8851623
 غُلْف,2,Noun,95.88786055
 غَوْر,2,Noun,95.89055881
 غَيَٰبَت,2,Noun,95.89325706
 فَالِق,2,Noun,95.89595532
 فَتَيَٰت,2,Noun,95.89865357
 فَجّ,2,Noun,95.90135183
 فُرَٰدَىٰ,2,Noun,95.90405008
 فِرَاق,2,Noun,95.90674833
 فِرْدَوْس,2,Proper noun,95.90944659
 فَزَع,2,Noun,95.91214484
 فَعَّال,2,Noun,95.9148431
 فَقِير,2,Adjective,95.91754135
 فَلَك,2,Noun,95.9202396
 قَٰسِطُون,2,Noun,95.92293786
 قَٰنِتَٰت,2,Noun,95.92563611
 قَبَس,2,Noun,95.92833437
 قَبْضَة,2,Noun,95.93103262
 قِبَل,2,Location adverb,95.93373088
 قِبَل,2,Noun,95.93642913
 قَبِيل,2,Noun,95.93912738
 قُدُّوس,2,Adjective,95.94182564
 قِرْطَاس,2,Noun,95.94452389
 قُرْءَان,2,Noun,95.94722215
 قِسْطَاس,2,Noun,95.9499204
